Year,Rank,Distributor,Movies,1995 Gross,Tickets,Share
2002,69,WinStar Cinema,2,"$19,264","3,315",0.00
2002,70,Alliance Films,1,"$15,595","2,684",0.00
2002,71,ArtMattan Productions,3,"$9,118","1,568",0.00
2002,72,Pathfinder,2,"$7,589","1,305",0.00
2002,73,Leisure Time Features,1,"$3,417",588,0.00
2002,74,Artistic License,3,"$3,278",563,0.00
2002,75,Seventh Art Releasing,1,"$1,386",238,0.00
2003,1,Walt Disney,31,"$1,522,300,661","252,454,491",16.56
2003,2,Sony Pictures,33,"$1,214,967,851","201,487,191",13.22
2003,3,Warner Bros.,23,"$1,162,084,535","192,717,157",12.64
2003,4,Universal,19,"$1,087,018,447","180,268,390",11.82
2003,5,New Line,15,"$924,444,590","153,307,553",10.06
2003,6,20th Century Fox,19,"$800,205,347","132,704,028",8.70
2003,7,Paramount Pictures,23,"$653,849,399","108,432,724",7.11
2003,8,Miramax,27,"$406,528,477","67,417,643",4.42
2003,9,MGM,21,"$362,548,689","60,124,150",3.94
2003,10,Miramax/Dimension,6,"$294,124,463","48,776,856",3.20
2003,11,Dreamworks SKG,9,"$239,351,015","39,693,364",2.60
2003,12,Fox Searchlight,9,"$121,337,620","20,122,320",1.32
2003,13,Focus Features,8,"$104,787,511","17,377,693",1.14
2003,14,Lionsgate,11,"$53,600,699","8,888,999",0.58
2003,15,Sony Pictures Classics,17,"$30,614,883","5,077,086",0.33
2003,16,Artisan,8,"$23,429,986","3,885,566",0.25
2003,17,Newmarket Films,4,"$21,908,815","3,633,301",0.24
2003,18,IMAX Films,6,"$21,892,302","3,630,561",0.24
2003,19,IFC Films,5,"$16,527,254","2,740,836",0.18
2003,20,Goldwyn Entertainment,2,"$10,443,449","1,731,914",0.11
2003,21,WellSpring,5,"$10,278,193","1,704,507",0.11
2003,22,ThinkFilm,5,"$9,300,863","1,542,429",0.10
2003,23,Fine Line,2,"$7,270,542","1,205,727",0.08
2003,24,Odeon Films,3,"$6,577,819","1,090,847",0.07
2003,25,Zeitgeist,1,"$6,173,485","1,023,795",0.07
2003,26,RS Entertainment,1,"$5,781,086","958,720",0.06
2003,27,Samuel Goldwyn Films,5,"$4,828,747","800,786",0.05
2003,28,Paramount Vantage,5,"$4,732,151","784,766",0.05
2003,29,SK Films,1,"$4,374,388","725,437",0.05
2003,30,Yash Raj Films,3,"$3,843,820","637,448",0.04
2003,31,Manhattan Pictures International,1,"$3,707,201","614,792",0.04
2003,32,Magnolia Pictures,2,"$3,447,121","571,661",0.04
2003,33,nWave Pictures,3,"$2,748,820","455,856",0.03
2003,34,United Artists,2,"$2,479,472","411,188",0.03
2003,35,Roxie Releasing,1,"$2,198,237","364,550",0.02
2003,36,Alliance Films,1,"$2,013,052","333,839",0.02
2003,37,WGBH Giant-Screen Films,1,"$1,874,005","310,780",0.02
2003,38,Eros Entertainment,3,"$1,688,031","279,937",0.02
2003,39,Christal Films,1,"$1,678,108","278,293",0.02
2003,40,New Yorker,6,"$1,501,788","249,050",0.02
2003,41,Vitagraph Films,1,"$1,209,318","200,550",0.01
2003,42,Distributor Unknown,1,"$1,124,502","186,484",0.01
2003,43,Halestone,1,"$1,111,615","184,347",0.01
2003,44,Innovation Film Group,2,"$989,062","164,022",0.01
2003,45,Palm Pictures,2,"$741,326","122,938",0.01
2003,46,ContentFilm,1,"$731,387","121,291",0.01
2003,47,Panorama Entertainment,1,"$697,864","115,732",0.01
2003,48,Menemsha Entertainment,1,"$683,331","113,321",0.01
2003,49,Indican Pictures,8,"$634,777","105,265",0.01
2003,50,CAVU Releasing,1,"$595,087","98,687",0.01
2003,51,Gold Circle Films,1,"$563,711","93,484",0.01
2003,52,Shadow,3,"$525,677","87,175",0.01
2003,53,Five & Two Pictures,1,"$520,254","86,277",0.01
2003,54,Kino International,4,"$474,154","78,631",0.01
2003,55,Avatar,3,"$433,247","71,847",0.00
2003,56,First Run Features,4,"$422,617","70,084",0.00
2003,57,Cowboy Pictures,5,"$400,783","66,463",0.00
2003,58,Five Sisters Productions,1,"$392,097","65,024",0.00
2003,59,Excel Entertainment,2,"$380,805","63,151",0.00
2003,60,Artistic License,1,"$375,249","62,230",0.00
2003,61,The Animation Show/IPMA,1,"$306,362","50,806",0.00
2003,62,Film Movement,1,"$259,492","43,033",0.00
2003,63,TLA Releasing,2,"$258,153","42,810",0.00
2003,64,Empire Pictures,3,"$166,859","27,670",0.00
2003,65,Regent Releasing,1,"$163,553","27,123",0.00
2003,66,Mac Releasing,1,"$129,042","21,400",0.00
2003,67,Small Planet,1,"$121,771","20,194",0.00
2003,68,Media Partners,1,"$96,956","16,078",0.00
2003,69,First Look,1,"$90,644","15,032",0.00
2003,70,Strand,3,"$82,335","13,653",0.00
2003,71,Rialto Pictures,2,"$72,074","11,952",0.00
2003,72,ADV Films,1,"$69,386","11,506",0.00
2003,73,DreamWorks/Go Fish,1,"$37,285","6,183",0.00
2003,74,Cinema Guild,1,"$35,993","5,968",0.00
2003,75,IDP Distribution,1,"$32,699","5,422",0.00
2003,76,Castle Hill Productions,1,"$28,536","4,732",0.00
2003,77,Lot 47 Films,1,"$22,714","3,766",0.00
2003,78,Leisure Time Features,1,"$17,907","2,969",0.00
2003,79,Spit and Glue,1,"$13,409","2,223",0.00
2003,80,Off-Hollywood Distribution,1,"$8,211","1,361",0.00
2003,81,Testimony Pictures,1,"$6,092","1,010",0.00
2003,82,Arab Film Distribution,1,"$3,741",620,0.00
2003,83,Outrider Pictures,1,"$3,657",606,0.00
2003,84,ArtMattan Productions,2,"$2,132",353,0.00
2003,85,Emerging Pictures,1,"$1,440",238,0.00
2003,86,Pathfinder,1,"$1,432",237,0.00
2004,1,Sony Pictures,34,"$1,324,445,435","213,276,222",14.26
2004,2,Warner Bros.,32,"$1,238,978,203","199,513,385",13.34
2004,3,Walt Disney,26,"$1,157,150,529","186,336,626",12.46
2004,4,Dreamworks SKG,10,"$930,436,099","149,828,676",10.02
2004,5,20th Century Fox,19,"$916,038,874","147,510,276",9.86
2004,6,Universal,21,"$906,814,175","146,024,817",9.76
2004,7,Paramount Pictures,18,"$624,885,940","100,625,746",6.73
2004,8,Newmarket Films,8,"$406,440,167","65,449,298",4.38
2004,9,New Line,14,"$394,534,489","63,532,118",4.25
2004,10,Miramax,21,"$363,638,451","58,556,905",3.92
2004,11,Lionsgate,17,"$300,304,542","48,358,213",3.23
2004,12,MGM,18,"$197,551,425","31,811,816",2.13
2004,13,Fox Searchlight,11,"$173,280,099","27,903,391",1.87
2004,14,Focus Features,6,"$92,026,248","14,819,039",0.99
2004,15,Focus/Rogue Pictures,2,"$30,559,064","4,920,944",0.33
2004,16,Sony Pictures Classics,17,"$21,948,500","3,534,375",0.24
2004,17,Miramax/Dimension,4,"$20,296,249","3,268,315",0.22
2004,18,Giant Screen Films,2,"$16,669,071","2,684,229",0.18
2004,19,IMAX Films,5,"$15,716,787","2,530,881",0.17
2004,20,IDP Distribution,9,"$14,553,695","2,343,584",0.16
2004,21,Magnolia Pictures,10,"$10,476,759","1,687,074",0.11
2004,22,Captured Light,1,"$10,091,903","1,625,105",0.11
2004,23,New Yorker,9,"$9,728,001","1,566,502",0.10
2004,24,SK Films,1,"$9,528,407","1,534,365",0.10
2004,25,IFC Films,10,"$7,996,864","1,287,735",0.09
2004,26,Warner Independent,3,"$7,015,410","1,129,694",0.08
2004,27,ThinkFilm,12,"$6,884,705","1,108,642",0.07
2004,28,Paramount Vantage,9,"$6,301,005","1,014,650",0.07
2004,29,Alliance Films,2,"$5,089,496","819,564",0.05
2004,30,Distributor Unknown,7,"$4,378,332","705,042",0.05
2004,31,WellSpring,12,"$4,181,894","673,407",0.05
2004,32,Televisa Cine,1,"$4,180,870","673,247",0.05
2004,33,Zeitgeist,6,"$3,995,247","643,354",0.04
2004,34,Yash Raj Films,4,"$3,936,367","633,874",0.04
2004,35,Benji Returns,1,"$3,817,362","614,712",0.04
2004,36,Fine Line,3,"$3,604,785","580,479",0.04
2004,37,Film Foundry,1,"$2,694,071","433,827",0.03
2004,38,nWave Pictures,3,"$2,639,208","424,992",0.03
2004,39,Excel Entertainment,3,"$2,517,802","405,442",0.03
2004,40,Eros Entertainment,4,"$2,362,959","380,507",0.03
2004,41,Christal Films,3,"$2,305,669","371,281",0.02
2004,42,UTV Communications,3,"$1,902,761","306,401",0.02
2004,43,Luke Films,1,"$1,775,292","285,876",0.02
2004,44,Halestorm Entertainment,2,"$1,365,718","219,922",0.01
2004,45,Rialto Pictures,3,"$1,256,152","202,278",0.01
2004,46,TLA Releasing,7,"$1,189,110","191,479",0.01
2004,47,Innovation Film Group,6,"$1,155,271","186,031",0.01
2004,48,Arenas Entertainment,2,"$1,117,051","179,879",0.01
2004,49,DreamWorks/Go Fish,1,"$1,043,896","168,099",0.01
2004,50,Kino International,10,"$890,140","143,334",0.01
2004,51,Artisan,2,"$847,218","136,428",0.01
2004,52,Zee Studios,1,"$833,648","134,242",0.01
2004,53,Regent Releasing,7,"$811,156","130,618",0.01
2004,54,Empire Pictures,6,"$787,009","126,730",0.01
2004,55,Film Movement,2,"$623,877","100,462",0.01
2004,56,Cinema Libre,3,"$618,167","99,543",0.01
2004,57,Strand,13,"$581,011","93,552",0.01
2004,58,Vitagraph Films,4,"$567,775","91,427",0.01
2004,59,Net Effect,2,"$424,536","68,362",0.00
2004,60,First Run Features,12,"$423,705","68,223",0.00
2004,61,Shadow,4,"$392,399","63,186",0.00
2004,62,P&A Releasing,1,"$392,000","63,123",0.00
2004,63,Indican Pictures,8,"$383,324","61,723",0.00
2004,64,First Independent/Dada Films,1,"$341,493","54,990",0.00
2004,65,Unico Entertainment,2,"$333,912","53,769",0.00
2004,66,Cinema Service,1,"$298,347","48,042",0.00
2004,67,Slugger Films,1,"$293,793","47,309",0.00
2004,68,Artistic License,4,"$281,478","45,324",0.00
2004,69,First Look,2,"$259,161","41,732",0.00
2004,70,Emerging Pictures,1,"$253,531","40,826",0.00
2004,71,Shakey Pictures,1,"$251,862","40,557",0.00
2004,72,Palm/Manga,4,"$251,847","40,553",0.00
2004,73,Palm Pictures,8,"$193,764","31,197",0.00
2004,74,RBC Radio,1,"$192,900","31,062",0.00
2004,75,Lantern Lane Entertainment,2,"$173,915","28,005",0.00
2004,76,Cinema Guild,3,"$160,378","25,825",0.00
2004,77,Koch Lorber Films,1,"$150,966","24,310",0.00
2004,78,Pak Films,1,"$131,451","21,167",0.00
2004,79,Non Fiction Films,1,"$110,577","17,806",0.00
2004,80,Northern Arts Entertainment,2,"$94,873","15,276",0.00
2004,81,Panorama Entertainment,4,"$93,569","15,066",0.00
2004,82,Wolfe Releasing,2,"$87,086","14,023",0.00
2004,83,Norador Productions,1,"$81,883","13,185",0.00
2004,84,Painted Zebra Releasing,1,"$81,250","13,083",0.00
2004,85,Seventh Art Releasing,1,"$76,481","12,315",0.00
2004,86,Tartan Films,3,"$69,449","11,182",0.00
2004,87,Mela Films,1,"$69,084","11,124",0.00
2004,88,Castle Hill Productions,2,"$61,791","9,949",0.00
2004,89,Picture This Entertainment,2,"$59,267","9,542",0.00
2004,90,ArtMattan Productions,3,"$55,779","8,981",0.00
2004,91,Pathfinder,1,"$54,419","8,763",0.00
2004,92,IFG,2,"$44,938","7,235",0.00
2004,93,ISA Releasing,1,"$44,287","7,131",0.00
2004,94,Slowhand Cinema,1,"$42,311","6,813",0.00
2004,95,Jujitsu Films,1,"$39,895","6,424",0.00
2004,96,Eden Rock/Abramorama,1,"$36,830","5,930",0.00
2004,97,The Animation Show/IPMA,1,"$36,709","5,911",0.00
2004,98,Every Tribe Entertainment,1,"$36,412","5,863",0.00
2004,99,Small Planet,1,"$29,367","4,728",0.00
2004,100,Newmark/Echelon Ent.,1,"$26,642","4,290",0.00
2004,101,Avatar,2,"$25,655","4,131",0.00
2004,102,Screen Media Films,2,"$22,503","3,623",0.00
2004,103,Magic Lamp,1,"$21,589","3,476",0.00
2004,104,Spit and Glue,1,"$20,813","3,351",0.00
2004,105,Sky Harbor Basement,1,"$19,257","3,100",0.00
2004,106,Slamdance on the Road,1,"$16,265","2,619",0.00
2004,107,Palo Alto Pictures,1,"$15,679","2,524",0.00
2004,108,Cowboy Pictures,1,"$14,942","2,406",0.00
2004,109,Hannover House,1,"$14,773","2,378",0.00
2004,110,Illuminare,1,"$14,189","2,284",0.00
2004,111,Dinsdale Releasing,1,"$11,657","1,877",0.00
2004,112,ContentFilm,1,"$11,511","1,853",0.00
2004,113,Cinema Four,2,"$11,228","1,808",0.00
2004,114,Mind the Gap,1,"$9,496","1,529",0.00
2004,115,Random Media,1,"$9,386","1,511",0.00
2004,116,Atopia,1,"$9,129","1,470",0.00
2004,117,Off-Hollywood Distribution,1,"$7,926","1,276",0.00
2004,118,CAVU Releasing,1,"$7,903","1,272",0.00
2004,119,CameraPlanet/Discovery,1,"$4,920",792,0.00
2004,120,Maxmedia/Endgame,1,"$3,022",486,0.00
2004,121,Leisure Time Features,2,"$2,954",475,0.00
2004,122,Watch Releasing,1,"$2,598",418,0.00
2004,123,RMH Media/Dominion Entertainment,1,"$2,509",404,0.00
2004,124,Five Sisters Productions,1,"$2,350",378,0.00
2004,125,Plexifilm,1,"$2,227",358,0.00
2004,126,First Run/Icarus,1,"$2,210",355,0.00
2004,127,Roxie Releasing,1,"$2,039",328,0.00
2004,128,Cinema Con Sabor,1,"$1,987",319,0.00
2004,129,Maverick Entertainment,1,"$1,292",208,0.00
2004,130,Kathi Arts,1,"$1,042",167,0.00
2004,131,Arab Film Distribution,1,$867,139,0.00
2005,1,Warner Bros.,25,"$1,373,697,029","214,305,298",15.61
2005,2,20th Century Fox,21,"$1,352,532,267","211,003,462",15.37
2005,3,Universal,24,"$992,449,332","154,828,275",11.28
2005,4,Walt Disney,23,"$919,318,827","143,419,463",10.45
2005,5,Sony Pictures,27,"$908,509,878","141,733,198",10.32
2005,6,Paramount Pictures,17,"$821,959,361","128,230,781",9.34
2005,7,Dreamworks SKG,10,"$502,486,220","78,390,980",5.71
2005,8,New Line,13,"$418,061,480","65,220,192",4.75
2005,9,Lionsgate,20,"$284,548,050","44,391,262",3.23
2005,10,Miramax/Dimension,7,"$181,370,645","28,294,949",2.06
2005,11,Miramax,17,"$175,851,244","27,433,882",2.00
2005,12,MGM,8,"$115,930,367","18,085,857",1.32
2005,13,Warner Independent,6,"$110,241,433","17,198,348",1.25
2005,14,Focus Features,8,"$106,055,182","16,545,266",1.21
2005,15,Fox Searchlight,11,"$102,567,501","16,001,165",1.17
2005,16,Filmways Pictures,1,"$65,233,369","10,176,812",0.74
2005,17,Sony Pictures Classics,27,"$59,151,102","9,227,925",0.67
2005,18,Focus/Rogue Pictures,3,"$54,626,190","8,522,024",0.62
2005,19,Weinstein Co.,5,"$48,355,545","7,543,765",0.55
2005,20,Paramount Vantage,8,"$32,527,569","5,074,499",0.37
2005,21,IMAX Films,5,"$17,523,155","2,733,719",0.20
2005,22,ThinkFilm,17,"$13,869,190","2,163,673",0.16
2005,23,Sony/TriStar,2,"$13,344,437","2,081,815",0.15
2005,24,IDP/Goldwyn/Roadside,3,"$13,045,529","2,035,183",0.15
2005,25,Giant Screen Films,2,"$10,124,734","1,579,521",0.12
2005,26,nWave Pictures,4,"$9,242,265","1,441,849",0.11
2005,27,Magnolia Pictures,8,"$9,193,188","1,434,190",0.10
2005,28,3D Entertainment,1,"$8,500,000","1,326,053",0.10
2005,29,Newmarket Films,5,"$7,389,116","1,152,746",0.08
2005,30,IFC Films,13,"$7,329,312","1,143,413",0.08
2005,31,Samuel Goldwyn Films,6,"$4,896,468","763,877",0.06
2005,32,Eros Entertainment,12,"$4,859,748","758,145",0.06
2005,33,Yash Raj Films,7,"$4,542,312","708,626",0.05
2005,34,Fine Line,5,"$3,963,838","618,382",0.05
2005,35,Shadow,5,"$3,378,005","526,988",0.04
2005,36,Aloha Releasing,1,"$3,020,784","471,261",0.03
2005,37,Freestyle Releasing,8,"$2,813,322","438,891",0.03
2005,38,WellSpring,17,"$2,786,816","434,755",0.03
2005,39,SK Films,1,"$2,757,946","430,256",0.03
2005,40,Picturehouse,5,"$2,727,982","425,579",0.03
2005,41,UTV Communications,6,"$2,384,330","371,967",0.03
2005,42,Excel Entertainment,2,"$2,356,641","367,649",0.03
2005,43,Vineyard Distribution,1,"$1,917,424","299,130",0.02
2005,44,Slowhand Cinema,3,"$1,896,325","295,837",0.02
2005,45,Holedigger Studios,2,"$1,637,799","255,506",0.02
2005,46,Tartan Films,9,"$1,584,492","247,186",0.02
2005,47,Embassy,1,"$1,190,000","185,647",0.01
2005,48,Palm Pictures,7,"$1,116,519","174,182",0.01
2005,49,Zeitgeist,5,"$1,049,823","163,776",0.01
2005,50,Empire Pictures,4,"$1,003,813","156,599",0.01
2005,51,Strand,14,"$974,498","152,021",0.01
2005,52,Luke Films,1,"$850,654","132,707",0.01
2005,53,Captured Light,1,"$849,898","132,589",0.01
2005,54,BB Entertainment,1,"$837,878","130,714",0.01
2005,55,Indican Pictures,15,"$829,700","129,431",0.01
2005,56,Regent Releasing,9,"$762,247","118,911",0.01
2005,57,Kino International,12,"$758,842","118,378",0.01
2005,58,Vitagraph Films,6,"$575,483","89,777",0.01
2005,59,New Yorker,10,"$554,684","86,529",0.01
2005,60,Halestorm Entertainment,2,"$530,092","82,696",0.01
2005,61,Rialto Pictures,3,"$501,723","78,270",0.01
2005,62,Cinema Guild,5,"$380,214","59,313",0.00
2005,63,Picture This Entertainment,7,"$332,115","51,810",0.00
2005,64,First Look,5,"$328,808","51,293",0.00
2005,65,Mela Films,1,"$312,141","48,695",0.00
2005,66,First Run Features,16,"$310,266","48,395",0.00
2005,67,TLA Releasing,8,"$274,338","42,794",0.00
2005,68,Bauer Martinez,1,"$208,507","32,528",0.00
2005,69,Arrival Pictures,1,"$204,997","31,980",0.00
2005,70,DEJ Productions,1,"$181,041","28,243",0.00
2005,71,First Independent Pictures,1,"$176,547","27,542",0.00
2005,72,Lange,1,"$175,000","27,301",0.00
2005,73,Ariztical Entertainment,1,"$155,212","24,214",0.00
2005,74,Televisa Cine,1,"$138,555","21,615",0.00
2005,75,Geneon Entertainment,1,"$129,135","20,145",0.00
2005,76,Emerging Pictures,1,"$124,693","19,452",0.00
2005,77,Matson,1,"$120,620","18,817",0.00
2005,78,Cinema Libre,4,"$111,777","17,436",0.00
2005,79,Koch Lorber Films,3,"$110,031","17,164",0.00
2005,80,Illuminare,2,"$104,328","16,275",0.00
2005,81,Northern Arts Entertainment,1,"$103,280","16,112",0.00
2005,82,International Film Circuit,1,"$97,614","15,228",0.00
2005,83,Lovett,1,"$92,586","14,443",0.00
2005,84,Meadowbrook,1,"$84,423","13,170",0.00
2005,85,Castle Hill Productions,7,"$83,851","13,077",0.00
2005,86,Goodbye Cruel Releasing,1,"$77,070","12,023",0.00
2005,87,Avatar,2,"$74,936","11,690",0.00
2005,88,First Independent/Dada Films,2,"$74,474","11,617",0.00
2005,89,Film Movement,2,"$72,036","11,237",0.00
2005,90,Jour de Fete,1,"$70,945","11,067",0.00
2005,91,Maxmedia/Endgame,1,"$70,631","11,018",0.00
2005,92,California Newsreel,1,"$68,249","10,647",0.00
2005,93,Kria,3,"$64,084","9,996",0.00
2005,94,Cinema V,1,"$50,710","7,911",0.00
2005,95,Economic Projections,1,"$49,048","7,651",0.00
2005,96,Wolfe Releasing,3,"$48,480","7,561",0.00
2005,97,Five Sisters Productions,1,"$46,822","7,304",0.00
2005,98,United Artists,1,"$45,250","7,059",0.00
2005,99,Painted Zebra Releasing,1,"$44,771","6,984",0.00
2005,100,Sky Island,1,"$44,701","6,973",0.00
2005,101,Fader Films,1,"$38,384","5,988",0.00
2005,102,Laemmle/Zeller Film,2,"$37,561","5,859",0.00
2005,103,RBC Radio,1,"$34,341","5,357",0.00
2005,104,Artistic License,2,"$33,454","5,218",0.00
2005,105,Dark Forest Releasing,1,"$32,833","5,122",0.00
2005,106,Rainbow Releasing,1,"$31,908","4,977",0.00
2005,107,Viz Pictures,1,"$29,500","4,602",0.00
2005,108,Balcony Releasing,2,"$28,463","4,440",0.00
2005,109,Menemsha Entertainment,1,"$26,676","4,161",0.00
2005,110,Fabrication Films,2,"$24,818","3,871",0.00
2005,111,First Run/Icarus,2,"$22,475","3,505",0.00
2005,112,Embrem Entertainment,1,"$21,515","3,356",0.00
2005,113,Panorama Entertainment,1,"$15,026","2,344",0.00
2005,114,Lifesize Entertainment,2,"$14,537","2,267",0.00
2005,115,Cockeyed Caravan,1,"$14,305","2,231",0.00
2005,116,Lumpy Rock,1,"$12,405","1,935",0.00
2005,117,Seventh Art Releasing,3,"$12,077","1,882",0.00
2005,118,High Cotton Films,1,"$11,975","1,868",0.00
2005,119,Psychic Girls,1,"$11,089","1,729",0.00
2005,120,Silver Plane Films,1,"$10,629","1,658",0.00
2005,121,Dinsdale Releasing,1,"$10,289","1,605",0.00
2005,122,Margin Films,1,"$10,178","1,587",0.00
2005,123,Typecast Releasing,1,"$10,036","1,565",0.00
2005,124,FilmMates Partners,1,"$9,064","1,414",0.00
2005,125,Rumur,1,"$8,018","1,250",0.00
2005,126,Arab Film Distribution,3,"$7,326","1,142",0.00
2005,127,Unico Entertainment,1,"$6,470","1,009",0.00
2005,128,Women Make Movies,1,"$5,965",930,0.00
2005,129,Atopia,1,"$5,260",820,0.00
2005,130,ArtMattan Productions,2,"$4,706",734,0.00
2005,131,Big Fat Movies,1,"$4,655",726,0.00
2005,132,IDP Distribution,1,"$4,569",712,0.00
2005,133,Minority Films,1,"$3,724",580,0.00
2005,134,Romar,1,"$3,700",577,0.00
2005,135,Rogue Arts,1,"$2,841",443,0.00
2005,136,HB Filmworks,1,"$2,386",372,0.00
2005,137,Lumiere Productions,1,"$1,806",281,0.00
2005,138,Cineville,1,"$1,600",249,0.00
2005,139,End of All Cinema,1,"$1,262",196,0.00
2005,140,Leisure Time Features,1,$996,155,0.00
2006,1,Sony Pictures,31,"$1,700,794,004","259,663,192",18.56
2006,2,Walt Disney,25,"$1,483,993,492","226,563,880",16.20
2006,3,20th Century Fox,28,"$1,390,344,635","212,266,343",15.18
2006,4,Warner Bros.,27,"$1,065,174,412","162,622,032",11.63
2006,5,Paramount Pictures,19,"$947,010,659","144,581,771",10.34
2006,6,Universal,22,"$804,919,026","122,888,389",8.79
2006,7,Lionsgate,17,"$329,140,758","50,250,488",3.59
2006,8,New Line,13,"$251,432,066","38,386,569",2.74
2006,9,MGM,12,"$166,906,975","25,481,975",1.82
2006,10,Fox Searchlight,16,"$165,442,828","25,258,440",1.81
2006,11,Focus Features,9,"$123,544,489","18,861,749",1.35
2006,12,Weinstein Co.,11,"$114,115,714","17,422,241",1.25
2006,13,Weinstein/Dimension,3,"$111,031,187","16,951,325",1.21
2006,14,Sony Pictures Classics,24,"$60,666,220","9,262,007",0.66
2006,15,Focus/Rogue Pictures,5,"$58,766,414","8,971,969",0.64
2006,16,Paramount Vantage,5,"$46,190,202","7,051,936",0.50
2006,17,Miramax,9,"$45,880,724","7,004,686",0.50
2006,18,Yari Film Group Releasing,2,"$39,912,715","6,093,544",0.44
2006,19,Picturehouse,7,"$23,870,565","3,644,358",0.26
2006,20,Dreamworks SKG,2,"$22,538,455","3,440,984",0.25
2006,21,Warner Independent,10,"$21,785,851","3,326,078",0.24
2006,22,Freestyle Releasing,9,"$20,999,861","3,206,081",0.23
2006,23,Alliance Films,6,"$19,446,837","2,968,980",0.21
2006,24,IMAX Films,5,"$15,823,354","2,415,776",0.17
2006,25,IDP/Goldwyn/Roadside,14,"$15,093,202","2,304,297",0.16
2006,26,Rocky Mountain Pictures,5,"$13,447,661","2,053,076",0.15
2006,27,M Power Releasing,1,"$11,748,661","1,793,688",0.13
2006,28,ThinkFilm,25,"$10,807,123","1,649,928",0.12
2006,29,Magnolia Pictures,17,"$10,765,467","1,643,574",0.12
2006,30,Yash Raj Films,4,"$8,263,177","1,261,551",0.09
2006,31,nWave Pictures,4,"$6,429,310","981,573",0.07
2006,32,IFC Films,21,"$6,166,412","941,426",0.07
2006,33,UTV Communications,7,"$5,465,846","834,477",0.06
2006,34,Eros Entertainment,8,"$4,017,191","613,306",0.04
2006,35,Wingate Distribution,1,"$3,127,472","477,476",0.03
2006,36,First Look,5,"$2,665,600","406,959",0.03
2006,37,AdLab Films,4,"$2,621,139","400,171",0.03
2006,38,Romar,1,"$2,405,420","367,239",0.03
2006,39,Jour de Fete,1,"$1,646,650","251,396",0.02
2006,40,SK Films,1,"$1,619,294","247,220",0.02
2006,41,Polygram,1,"$1,500,506","229,084",0.02
2006,42,Ram Entertainment,1,"$1,214,661","185,444",0.01
2006,43,Zeitgeist,6,"$1,190,276","181,719",0.01
2006,44,Koch Lorber Films,4,"$1,055,076","161,080",0.01
2006,45,TLA Releasing,7,"$992,025","151,450",0.01
2006,46,Rialto Pictures,4,"$928,082","141,690",0.01
2006,47,Slowhand Cinema,4,"$926,824","141,498",0.01
2006,48,"Libero, LLC",1,"$919,639","140,402",0.01
2006,49,Railroad Square,1,"$898,294","137,144",0.01
2006,50,Rainbow Releasing,3,"$825,519","126,032",0.01
2006,51,IFC First Take,10,"$742,878","113,412",0.01
2006,52,Palm Pictures,12,"$699,726","106,822",0.01
2006,53,Excel Entertainment,1,"$674,470","102,972",0.01
2006,54,First Run Features,12,"$586,481","89,533",0.01
2006,55,Regent Releasing,12,"$569,176","86,892",0.01
2006,56,Halestone,2,"$544,461","83,122",0.01
2006,57,Newmarket Films,1,"$519,086","79,249",0.01
2006,58,Tartan Films,7,"$488,094","74,514",0.01
2006,59,Strand,16,"$467,199","71,321",0.01
2006,60,Indican Pictures,11,"$441,544","67,405",0.00
2006,61,Cyan,2,"$425,218","64,917",0.00
2006,62,Innovation Film Group,1,"$405,191","61,861",0.00
2006,63,First Independent Pictures,5,"$386,874","59,062",0.00
2006,64,Fabrication Films,1,"$379,418","57,926",0.00
2006,65,Kino International,6,"$369,977","56,483",0.00
2006,66,ABS-CBN,2,"$360,134","54,981",0.00
2006,67,Shadow,6,"$313,039","47,789",0.00
2006,68,Truly Indie,7,"$313,017","47,785",0.00
2006,69,International Film Circuit,4,"$293,759","44,846",0.00
2006,70,Balcony Releasing,6,"$290,488","44,346",0.00
2006,71,"Fame, Inc.",1,"$290,211","44,307",0.00
2006,72,Silver Nitrate,1,"$271,078","41,385",0.00
2006,73,Cinema Guild,2,"$266,431","40,675",0.00
2006,74,Cinema Libre,6,"$257,462","39,304",0.00
2006,75,New Yorker,10,"$256,540","39,163",0.00
2006,76,Senart/Scranton-Lacy,1,"$254,190","38,807",0.00
2006,77,The Bigger Picture,1,"$252,726","38,584",0.00
2006,78,Giant Screen Films,1,"$226,500","34,580",0.00
2006,79,City Lights Pictures,2,"$225,110","34,367",0.00
2006,80,Five & Two Pictures,1,"$224,099","34,213",0.00
2006,81,WellSpring,6,"$176,147","26,890",0.00
2006,82,518 Media,1,"$170,968","26,101",0.00
2006,83,Lovett,1,"$156,979","23,966",0.00
2006,84,Kindred Media Group,3,"$146,860","22,420",0.00
2006,85,Picture This Entertainment,6,"$140,326","21,420",0.00
2006,86,Bauer Martinez,2,"$133,829","20,431",0.00
2006,87,Emerging Pictures,4,"$119,987","18,316",0.00
2006,88,Seventh Art Releasing,2,"$117,863","17,994",0.00
2006,89,Vineyard Distribution,1,"$107,608","16,428",0.00
2006,90,Goodbye Cruel Releasing,1,"$89,849","13,717",0.00
2006,91,California Newsreel,1,"$75,028","11,454",0.00
2006,92,Typecast Releasing,2,"$73,998","11,296",0.00
2006,93,Gigantic Pictures,1,"$61,003","9,313",0.00
2006,94,First Run/Icarus,6,"$60,500","9,233",0.00
2006,95,Gorilla Factory,1,"$55,398","8,457",0.00
2006,96,Meadowbrook,1,"$53,844","8,220",0.00
